FISCAL_YEAR,QUARTER,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Thoracotomy,11,16,2.8,14.5
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Thyroidectomy,50,52,5.0,20.9
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Tympanoplasty,51,24,8.2,28.4
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Uterine Surgery,270,173,8.9,36.9
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Vaginal Repair,44,16,10.5,19.0
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Varicose Veins Ligation/Stripping,62,42,7.5,20.0
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Vascular Bypass Graft - Non Cardiac,<5,8,1.9,2.6
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Vascular Surgery - Other,17,22,2.6,5.7
2021/22,Q1,Vancouver Coastal,St. Paul'S Hospital,Wound/Laceration Care,7,37,0.3,3.4
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Abdominoplasty,<5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,All Other Procedures,147,73,8.6,36.3
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,4115,2162,7.4,39.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Appendectomy,<5,9,6.6,23.6
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Biopsy in OR,11,13,3.4,10.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Bladder Surgery,51,64,6.1,12.5
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Bowel Resection,<5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Breast Reconstruction,150,54,2.9,69.9
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Breast Reduction,40,21,2.6,49.0
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Cholecystectomy,79,44,7.9,36.0
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Colostomy/Ileostomy,5,6,3.0,17.2
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Cranial Surgery,26,24,9.0,25.3
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Cyst/Ganglion Removal,32,37,2.6,10.5
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,D&C and Related Surgery,<5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Dental Surgery,54,74,2.1,5.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Esophagectomy,<5,0,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Excision Gynecomastia,5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Excision Lesion/Tumour,16,7,5.4,6.2
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Facial Bone Reconstruction,44,25,13.1,23.3
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Fallopian Tube/Ovarian Surgery,49,17,17.9,54.9
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Foreign Body Removal Surgery,<5,8,3.0,4.7
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Fracture Repair,<5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Hand/Wrist Surgery,7,5,24.3,46.3
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Hernia Repair - Abdominal,150,150,2.9,39.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Hernia Repair - Hiatal,8,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Hip Replacement,658,213,17.7,41.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Kidney/Bladder Stone Removal,11,8,10.5,18.2
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee - ACL Repair,46,57,4.1,28.2
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee - Meniscectomy,16,21,2.9,22.3
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee Arthroscopy,17,14,5.6,51.7
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Knee Replacement,790,194,23.7,43.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Laparoscopy,5,17,5.0,28.7
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Laparotomy,8,15,3.3,33.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Lens & Vitreous (non-cataract) Surgery,<5,0,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Ligament Surgery,<5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Lipectomy,5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Male Reproductive Surgery,66,55,9.1,23.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Mastectomy,9,17,2.3,4.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Mastoidectomy,15,7,70.1,94.1
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Nasal Surgery,252,82,12.9,105.6
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Nerve Surgery,5,13,2.7,5.0
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Ear Surgery,6,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Eye Surgery,240,174,8.1,14.9
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Joint Reconstruction,19,8,10.6,19.7
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Orthopaedic Surgery,126,84,6.5,32.8
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Other Urology Surgery,60,66,7.9,19.7
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Parotidectomy,27,13,8.1,24.5
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Prostate Surgery,138,93,8.4,50.9
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Rectal Surgery,25,17,5.7,33.8
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Shoulder Surgery,81,43,5.1,19.2
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Sinus Surgery,<5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Skin Surgery,28,16,6.1,20.2
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Skin Tumour Removal,5,5,0.9,2.0
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Sphincterotomy,<5,0,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Spinal/Back Surgery,20,37,3.0,9.2
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Thyroidectomy,38,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Tonsillectomy/Adenoidectomy,49,24,11.6,21.3
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Tympanoplasty,59,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Uterine Surgery,301,122,14.0,46.8
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Vaginal Repair,<5,<5,,
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Varicose Veins Ligation/Stripping,59,55,3.6,97.4
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Vascular Surgery - Other,20,17,7.0,10.8
2021/22,Q1,Vancouver Coastal,Ubc Health Sciences Centre,Wound/Laceration Care,6,16,4.5,8.5
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,All Other Procedures,97,181,3.7,19.9
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,All Procedures,2986,3109,4.4,19.1
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Aortic Aneurysm Repair,7,25,2.6,8.8
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Appendectomy,<5,0,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Biopsy in OR,13,42,2.2,5.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Bladder Surgery,30,38,8.6,33.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Bowel Resection,23,38,2.9,6.8
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Breast Biopsy,<5,0,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Breast Reconstruction,24,7,4.7,13.4
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Breast Reduction,<5,0,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,CSF Drainage,<5,10,0.9,1.6
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Cataract Surgery,1207,1273,7.0,20.9
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Cholecystectomy,36,18,15.1,61.2
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Colostomy/Ileostomy,7,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Cone Biopsy,<5,0,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Cranial Surgery,68,78,2.0,16.5
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Cyst/Ganglion Removal,8,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,D&C and Related Surgery,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Dental Surgery,11,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Endarterectomy,7,10,1.1,2.5
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Esophagectomy,<5,7,1.7,2.1
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Examination Under Anaesthetic,<5,0,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Excision Lesion/Tumour,101,143,2.7,10.6
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Facial Bone Reconstruction,8,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Fallopian Tube/Ovarian Surgery,10,30,4.1,9.6
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Foreign Body Removal Surgery,6,13,4.0,5.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Fracture Repair,19,5,10.9,26.1
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Gastrostomy/Jejunostomy,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Hand/Wrist Surgery,<5,5,6.7,121.4
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Hernia Repair - Abdominal,31,9,15.3,31.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Hernia Repair - Hiatal,28,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Hip Replacement,20,10,35.6,53.9
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Kidney/Bladder Stone Removal,59,49,7.1,20.1
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Knee Arthroscopy,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Knee Replacement,15,5,2.9,36.5
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Laparoscopy,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Laparotomy,12,24,3.0,7.2
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Lens & Vitreous (non-cataract) Surgery,202,66,6.3,44.1
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Lipectomy,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Lung Surgery,29,101,1.9,3.1
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Male Reproductive Surgery,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Mastectomy,<5,7,4.0,9.9
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Mastoidectomy,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Nasal Surgery,20,8,6.0,68.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Nerve Surgery,7,11,2.0,6.7
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Oral Cavity & Pharynx Surgery,9,5,2.7,3.7
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Other Eye Surgery,178,301,3.9,13.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Other Joint Reconstruction,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Other Orthopaedic Surgery,48,44,3.4,26.7
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Other Urology Surgery,73,104,3.9,13.1
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Parotidectomy,17,12,2.2,29.4
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Prostate Surgery,92,48,6.4,15.2
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Rectal Surgery,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Rib Resection,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Scope of Chest,<5,7,1.4,1.8
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Shoulder Surgery,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Shunt Insertion/Removal,<5,0,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Sinus Surgery,8,9,1.1,13.5
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Skin Surgery,12,10,7.7,33.3
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Skin Tumour Removal,6,10,1.1,12.2
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Spinal/Back Surgery,263,94,5.0,41.9
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Thoracotomy,<5,11,1.6,2.7
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Thyroidectomy,36,31,5.0,15.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Tonsillectomy/Adenoidectomy,<5,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Tympanoplasty,<5,0,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Uterine Surgery,53,90,3.4,6.2
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Vaginal Repair,<5,14,2.9,5.7
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Varicose Veins Ligation/Stripping,7,<5,,
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Vascular Bypass Graft - Non Cardiac,7,23,1.0,5.8
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Vascular Surgery - Other,12,27,1.1,11.0
2021/22,Q1,Vancouver Coastal,Vancouver General Hospital,Wound/Laceration Care,8,7,1.7,20.7
2021/22,Q1,Vancouver Island,All Facilities,Abdominoplasty,43,27,8.0,53.5
2021/22,Q1,Vancouver Island,All Facilities,All Other Procedures,275,378,3.7,11.2
2021/22,Q1,Vancouver Island,All Facilities,All Procedures,15961,14634,5.9,29.1
2021/22,Q1,Vancouver Island,All Facilities,Aortic Aneurysm Repair,<5,14,2.3,3.4
2021/22,Q1,Vancouver Island,All Facilities,Appendectomy,8,15,4.9,18.6
2021/22,Q1,Vancouver Island,All Facilities,Bariatric Surgery,49,54,7.9,10.8
2021/22,Q1,Vancouver Island,All Facilities,Biopsy in OR,89,123,4.1,26.0
2021/22,Q1,Vancouver Island,All Facilities,Bladder Surgery,180,295,3.1,9.9
2021/22,Q1,Vancouver Island,All Facilities,Bowel Resection,84,152,3.5,9.1
2021/22,Q1,Vancouver Island,All Facilities,Breast Biopsy,6,25,2.3,5.0
2021/22,Q1,Vancouver Island,All Facilities,Breast Reconstruction,107,61,5.6,37.9
2021/22,Q1,Vancouver Island,All Facilities,Breast Reduction,277,148,12.6,71.1
2021/22,Q1,Vancouver Island,All Facilities,Cataract Surgery,5111,4277,6.9,42.1
2021/22,Q1,Vancouver Island,All Facilities,Cholecystectomy,242,238,5.4,18.6
2021/22,Q1,Vancouver Island,All Facilities,Colostomy/Ileostomy,34,26,6.0,26.6
2021/22,Q1,Vancouver Island,All Facilities,Cone Biopsy,6,15,3.3,9.9
2021/22,Q1,Vancouver Island,All Facilities,Cranial Surgery,19,34,2.1,19.4
2021/22,Q1,Vancouver Island,All Facilities,Cyst/Ganglion Removal,105,122,4.1,16.8
2021/22,Q1,Vancouver Island,All Facilities,D&C and Related Surgery,125,162,7.9,19.9
2021/22,Q1,Vancouver Island,All Facilities,Dental Surgery,867,721,6.7,20.3
2021/22,Q1,Vancouver Island,All Facilities,Endarterectomy,27,37,4.0,13.8
2021/22,Q1,Vancouver Island,All Facilities,Esophagectomy,15,8,11.2,14.3
2021/22,Q1,Vancouver Island,All Facilities,Examination Under Anaesthetic,19,23,2.0,8.7
2021/22,Q1,Vancouver Island,All Facilities,Excision Gynecomastia,18,14,24.0,45.0
2021/22,Q1,Vancouver Island,All Facilities,Excision Lesion/Tumour,117,166,3.5,14.5
2021/22,Q1,Vancouver Island,All Facilities,Facial Bone Reconstruction,48,48,11.4,28.8
2021/22,Q1,Vancouver Island,All Facilities,Fallopian Tube/Ovarian Surgery,175,164,8.9,28.5
2021/22,Q1,Vancouver Island,All Facilities,Fistula Repair - Non Vascular,9,<5,,
2021/22,Q1,Vancouver Island,All Facilities,Foot/Ankle Surgery,32,25,11.3,27.7
2021/22,Q1,Vancouver Island,All Facilities,Foreign Body Removal Surgery,9,14,0.9,11.6
2021/22,Q1,Vancouver Island,All Facilities,Fracture Repair,15,65,0.4,8.8
2021/22,Q1,Vancouver Island,All Facilities,Free Flap Graft,8,15,1.9,9.4
2021/22,Q1,Vancouver Island,All Facilities,Gastrostomy/Jejunostomy,<5,6,1.1,11.6
2021/22,Q1,Vancouver Island,All Facilities,Hand/Wrist Surgery,173,184,4.0,20.3
2021/22,Q1,Vancouver Island,All Facilities,Hernia Repair - Abdominal,893,643,6.9,29.0
2021/22,Q1,Vancouver Island,All Facilities,Hernia Repair - Hiatal,40,24,8.5,13.5
2021/22,Q1,Vancouver Island,All Facilities,Hip Replacement,623,518,11.6,33.5
2021/22,Q1,Vancouver Island,All Facilities,Kidney/Bladder Stone Removal,137,164,3.9,14.8
2021/22,Q1,Vancouver Island,All Facilities,Knee - ACL Repair,79,60,10.1,24.2
2021/22,Q1,Vancouver Island,All Facilities,Knee - Meniscectomy,41,47,7.7,21.5
2021/22,Q1,Vancouver Island,All Facilities,Knee Arthroscopy,140,241,6.0,32.9
2021/22,Q1,Vancouver Island,All Facilities,Knee Replacement,917,647,13.3,35.9
2021/22,Q1,Vancouver Island,All Facilities,Laparoscopy,72,56,9.2,22.9
2021/22,Q1,Vancouver Island,All Facilities,Laparotomy,<5,<5,,
2021/22,Q1,Vancouver Island,All Facilities,Lens & Vitreous (non-cataract) Surgery,86,159,3.4,27.2
2021/22,Q1,Vancouver Island,All Facilities,Ligament Surgery,<5,<5,,
2021/22,Q1,Vancouver Island,All Facilities,Lipectomy,6,0,,
2021/22,Q1,Vancouver Island,All Facilities,Male Reproductive Surgery,184,122,7.9,28.6
2021/22,Q1,Vancouver Island,All Facilities,Mastectomy,108,317,2.3,6.1
2021/22,Q1,Vancouver Island,All Facilities,Mastoidectomy,13,17,5.6,16.9
2021/22,Q1,Vancouver Island,All Facilities,Myringotomy,23,52,5.3,15.3
2021/22,Q1,Vancouver Island,All Facilities,Nasal Surgery,248,129,8.1,25.9
2021/22,Q1,Vancouver Island,All Facilities,Nerve Surgery,19,44,3.0,11.0
2021/22,Q1,Vancouver Island,All Facilities,Oral Cavity & Pharynx Surgery,94,57,9.6,31.4
2021/22,Q1,Vancouver Island,All Facilities,Other Ear Surgery,6,5,4.6,22.3
2021/22,Q1,Vancouver Island,All Facilities,Other Eye Surgery,274,242,4.7,35.5
2021/22,Q1,Vancouver Island,All Facilities,Other Joint Reconstruction,190,120,8.4,35.8
2021/22,Q1,Vancouver Island,All Facilities,Other Orthopaedic Surgery,308,350,5.9,21.9
2021/22,Q1,Vancouver Island,All Facilities,Other Urology Surgery,293,465,3.6,10.7
2021/22,Q1,Vancouver Island,All Facilities,Parotidectomy,28,13,8.7,16.0
2021/22,Q1,Vancouver Island,All Facilities,Prostate Surgery,370,338,4.0,10.9
2021/22,Q1,Vancouver Island,All Facilities,Rectal Surgery,118,102,8.2,34.6
2021/22,Q1,Vancouver Island,All Facilities,Rib Resection,<5,0,,
2021/22,Q1,Vancouver Island,All Facilities,Scope of Chest,39,88,3.6,6.3
2021/22,Q1,Vancouver Island,All Facilities,Shoulder Surgery,278,202,9.7,40.7
2021/22,Q1,Vancouver Island,All Facilities,Shunt Insertion/Removal,<5,<5,,
2021/22,Q1,Vancouver Island,All Facilities,Sinus Surgery,90,63,7.3,14.9
2021/22,Q1,Vancouver Island,All Facilities,Skin Surgery,42,31,4.3,23.4
2021/22,Q1,Vancouver Island,All Facilities,Skin Tumour Removal,169,224,3.0,14.0
2021/22,Q1,Vancouver Island,All Facilities,Sphincterotomy,5,<5,,
2021/22,Q1,Vancouver Island,All Facilities,Spinal/Back Surgery,168,100,3.2,16.2
2021/22,Q1,Vancouver Island,All Facilities,Tendon Surgery,35,58,3.4,17.3
2021/22,Q1,Vancouver Island,All Facilities,Thoracotomy,6,<5,,
2021/22,Q1,Vancouver Island,All Facilities,Thyroidectomy,70,61,7.3,24.1
2021/22,Q1,Vancouver Island,All Facilities,Tonsillectomy/Adenoidectomy,124,91,6.0,25.1
2021/22,Q1,Vancouver Island,All Facilities,Tympanoplasty,34,23,6.7,25.3
2021/22,Q1,Vancouver Island,All Facilities,Uterine Surgery,591,720,6.3,22.9
2021/22,Q1,Vancouver Island,All Facilities,Vaginal Repair,103,53,7.7,22.7
2021/22,Q1,Vancouver Island,All Facilities,Varicose Veins Ligation/Stripping,444,128,27.1,80.2
2021/22,Q1,Vancouver Island,All Facilities,Vascular Bypass Graft - Non Cardiac,28,36,3.9,21.6
2021/22,Q1,Vancouver Island,All Facilities,Vascular Surgery - Other,61,94,2.9,15.4
2021/22,Q1,Vancouver Island,All Facilities,Wound/Laceration Care,59,56,4.5,23.7
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,All Other Procedures,<5,<5,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,All Procedures,391,688,4.0,13.0
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Biopsy in OR,<5,<5,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Bladder Surgery,<5,0,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Bowel Resection,<5,29,2.6,6.2
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Breast Reconstruction,<5,5,9.0,18.8
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Breast Reduction,10,10,9.9,27.7
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Cholecystectomy,5,18,2.1,5.3
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Cyst/Ganglion Removal,10,10,3.9,9.7
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,D&C and Related Surgery,8,15,4.3,10.9
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Dental Surgery,37,60,5.4,11.5
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Excision Gynecomastia,<5,<5,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Excision Lesion/Tumour,<5,14,2.9,12.2
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Fallopian Tube/Ovarian Surgery,5,11,4.7,9.9
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Fistula Repair - Non Vascular,<5,0,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Foot/Ankle Surgery,<5,5,5.4,7.5
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Fracture Repair,<5,7,2.6,3.6
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Hand/Wrist Surgery,7,9,9.1,23.0
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Hernia Repair - Abdominal,20,45,3.6,12.6
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Hernia Repair - Hiatal,<5,<5,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Hip Replacement,31,56,3.3,8.5
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Knee Arthroscopy,5,30,2.8,5.8
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Knee Replacement,47,66,5.9,15.0
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Laparoscopy,6,14,4.3,7.0
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Mastectomy,<5,12,3.0,4.4
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Myringotomy,<5,<5,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Nasal Surgery,31,11,13.0,17.0
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Nerve Surgery,<5,<5,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Other Ear Surgery,<5,<5,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Other Eye Surgery,<5,0,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Other Joint Reconstruction,20,18,4.4,11.1
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Other Orthopaedic Surgery,34,45,3.6,22.9
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Rectal Surgery,6,12,1.6,3.1
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Shoulder Surgery,6,24,1.9,3.4
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Skin Surgery,<5,0,,
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Skin Tumour Removal,5,26,3.0,11.0
2021/22,Q1,Vancouver Island,Campbell River And District General Hospital,Spinal/Back Surgery,<5,<5,,
